'100000', '4', '3', '-1', 'Interloper\'s Boots', '42894', '4', '32768', '0', '1', '0', '10000', '8', '4', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '17', '3', '23', '5', '8', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '340', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15464', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '5', '0', '0', '0', '0', '1000', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '50', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '67'
'100319', '4', '0', '-1', 'Lancelot\'s Band', '31908', '4', '0', '0', '1', '0', '10000', '11', '2', '-1', '69', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '12', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '81866', '1', '0', '0', '-1', '0', '-1', '15464', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '4', '0', '0', '0', '0', '1026', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '69'
'100320', '4', '4', '-1', 'Lancelot\'s Wristguards', '35310', '4', '0', '0', '1', '0', '10000', '9', '2', '-1', '69', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '4', '19', '7', '8', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '340', '0', '0', '0', '0', '0', '0', '0', '0', '0', '7597', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1026', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '0', '0', '0', '69'
'100321', '4', '1', '-1', 'Lancelot\'s Cloak', '35430', '4', '0', '0', '1', '0', '10000', '16', '2', '-1', '68', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '19', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '52', '0', '0', '0', '0', '0', '0', '0', '0', '0', '14027', '1', '0', '0', '-1', '0', '-1', '15464', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '7', '0', '0', '0', '0', '1026', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '68'
'100322', '4', '0', '-1', 'Lancelot\'s Seal', '35423', '4', '0', '0', '1', '0', '10000', '11', '2', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '7597', '1', '0', '0', '-1', '0', '-1', '15464', '1', '0', '0', '-1', '0', '-1', '15806', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '4', '0', '0', '0', '0', '1026', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '67'
'100323', '4', '4', '-1', 'Lancelot\'s Girdle', '30535', '4', '0', '0', '1', '0', '10000', '6', '2', '-1', '69', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '4', '15', '7', '15', '3', '15', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '421', '0', '0', '0', '0', '0', '0', '0', '0', '0', '7597', '1', '0', '0', '-1', '0', '-1', '15464', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '6', '0', '0', '0', '0', '1026', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '1', '0', '0', '69'
'100324', '4', '4', '-1', 'Galahad\'s Gloves', '41134', '4', '32768', '0', '1', '0', '10000', '10', '2', '-1', '68', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '0', '0', '7', '17', '5', '16', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '488', '0', '0', '0', '0', '0', '0', '0', '0', '0', '81468', '1', '0', '0', '-1', '0', '-1', '18384', '1', '0', '0', '-1', '0', '-1', '81681', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '6', '0', '0', '0', '0', '1027', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '0', '0', '0', '0', '0', '68'
'100325', '4', '4', '-1', 'Galahad\'s Gallopers', '42604', '4', '32768', '0', '1', '0', '10000', '8', '2', '-1', '66', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '15', '0', '0', '5', '15', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '515', '0', '0', '0', '0', '0', '0', '0', '0', '0', '81739', '1', '0', '0', '-1', '0', '-1', '18379', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '6', '0', '0', '0', '0', '1027', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '1', '0', '0', '0', '0', '66'
'100326', '4', '4', '-1', 'Galahad\'s Chestplate', '41133', '4', '32768', '0', '1', '0', '10000', '5', '2', '-1', '66', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '21', '0', '0', '5', '20', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '749', '0', '0', '0', '0', '0', '0', '0', '0', '0', '18384', '1', '0', '0', '-1', '0', '-1', '15696', '1', '0', '0', '-1', '0', '-1', '21363', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '6', '0', '0', '0', '0', '1027', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '1', '0', '0', '0', '0', '66'
'100327', '4', '4', '-1', 'Galahad\'s Faceguard', '41135', '4', '32768', '0', '1', '0', '10000', '1', '2', '-1', '66', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '21', '0', '0', '5', '20', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '608', '0', '0', '0', '0', '0', '0', '0', '0', '0', '18384', '1', '0', '0', '-1', '0', '-1', '15696', '1', '0', '0', '-1', '0', '-1', '21363', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '6', '0', '0', '0', '0', '1027', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '1', '0', '0', '0', '0', '66'
'100328', '4', '4', '-1', 'Galahad\'s Legplates', '41136', '4', '32768', '0', '1', '0', '10000', '7', '2', '-1', '68', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '24', '0', '0', '5', '20', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '674', '0', '0', '0', '0', '0', '0', '0', '0', '0', '81856', '1', '0', '0', '-1', '0', '-1', '18384', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '6', '0', '0', '0', '0', '1027', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '1', '0', '0', '0', '0', '68'
'100329', '4', '4', '-1', 'Galahad\'s Pauldrons', '41137', '4', '32768', '0', '1', '0', '10000', '3', '2', '-1', '66', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '15', '0', '0', '5', '15', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '558', '0', '0', '0', '0', '0', '0', '0', '0', '0', '81739', '1', '0', '0', '-1', '0', '-1', '18379', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '6', '0', '0', '0', '0', '1027', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '1', '0', '0', '0', '0', '66'
'100330', '4', '1', '-1', 'Galahad\'s Cloak', '34179', '4', '0', '0', '1', '0', '10000', '16', '2', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '5', '9', '6', '5', '7', '5', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '52', '0', '0', '0', '0', '0', '0', '0', '0', '0', '9317', '1', '0', '0', '-1', '0', '-1', '18379', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '7', '0', '0', '0', '0', '1027', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '1', '0', '0', '0', '1', '67'
'100331', '4', '0', '-1', 'Galahad\'s Seal', '33864', '4', '0', '0', '1', '0', '10000', '11', '2', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '5', '12', '7', '9', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '21364', '1', '0', '0', '-1', '0', '-1', '81673', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '4', '0', '0', '0', '0', '1027', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '1', '0', '0', '0', '1', '67'
'100332', '4', '4', '-1', 'Galahad\'s Wristguards', '42605', '4', '0', '0', '1', '0', '10000', '9', '2', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '16', '5', '11', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '328', '0', '0', '0', '0', '0', '0', '0', '0', '0', '81827', '1', '0', '0', '-1', '0', '-1', '21361', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1027', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '1', '0', '0', '0', '1', '67'
'100333', '4', '4', '-1', 'Galahad\'s Girdle', '42699', '4', '0', '0', '1', '0', '10000', '6', '2', '-1', '68', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '15', '5', '23', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '421', '0', '0', '0', '0', '0', '0', '0', '0', '0', '81708', '1', '0', '0', '-1', '0', '-1', '21362', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1027', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '1', '0', '0', '0', '1', '68'
'100334', '4', '0', '-1', 'Galahad\'s Band', '35313', '4', '0', '0', '1', '0', '10000', '11', '2', '-1', '68', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '5', '9', '7', '9', '6', '10', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '81739', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '3', '0', '0', '0', '0', '1027', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '1', '0', '0', '0', '1', '68'
'100335', '4', '0', '-1', 'Galahad\'s Necklace', '35437', '4', '0', '0', '1', '0', '10000', '2', '2', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '6', '8', '5', '9', '7', '8', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '81769', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1027', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '1', '0', '0', '0', '1', '67'
'100336', '4', '1', '-1', 'Gabriel\'s Headdress', '32980', '4', '32768', '0', '1', '0', '10000', '1', '16', '-1', '51', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '14', '5', '12', '6', '16', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '162', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15715', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '7', '0', '0', '0', '0', '1028', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '54', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '1', '0', '0', '0', '0', '51'
'100337', '4', '1', '-1', 'Gabriel\'s Pants', '32991', '4', '32768', '0', '1', '0', '10000', '7', '16', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '22', '5', '19', '6', '26', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '180', '0', '0', '0', '0', '0', '0', '0', '0', '0', '9343', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '7', '0', '0', '0', '0', '1028', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '87', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '1', '0', '0', '0', '0', '67'
'100338', '4', '1', '-1', 'Gabriel\'s Mantle', '33005', '4', '32768', '0', '1', '0', '10000', '3', '16', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '18', '5', '13', '6', '18', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '137', '0', '0', '0', '0', '0', '0', '0', '0', '0', '81813', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '7', '0', '0', '0', '0', '1028', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '60', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '1', '0', '0', '0', '0', '67'
'100339', '4', '1', '-1', 'Gabriel\'s Robe', '32984', '4', '32768', '0', '1', '0', '10000', '20', '16', '-1', '66', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '17', '5', '15', '6', '25', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '160', '0', '0', '0', '0', '0', '0', '0', '0', '0', '14054', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '7', '0', '0', '0', '0', '1028', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '58', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '1', '0', '0', '0', '0', '66'
'100340', '4', '1', '-1', 'Gabriel\'s Sandals', '32992', '4', '32768', '0', '1', '0', '10000', '8', '16', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '5', '13', '7', '11', '6', '17', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '118', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15714', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '7', '0', '0', '0', '0', '1028', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '48', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '1', '0', '0', '0', '0', '67'
'100341', '4', '1', '-1', 'Gabriel\'s Gloves', '32990', '4', '32768', '0', '1', '0', '10000', '10', '16', '-1', '68', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '7', '14', '5', '11', '6', '17', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '116', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15714', '1', '0', '0', '-1', '0', '-1', '81463', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '7', '0', '0', '0', '0', '1028', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '48', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '1', '0', '0', '0', '0', '68'
'100342', '4', '1', '-1', 'Gabriel\'s Wristguards', '31892', '4', '0', '0', '1', '0', '10000', '9', '16', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '5', '8', '7', '6', '6', '11', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '44', '0', '0', '0', '0', '0', '0', '0', '0', '0', '23727', '1', '0', '0', '-1', '0', '-1', '81725', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '7', '0', '0', '0', '0', '1028', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '1', '0', '0', '0', '0', '67'
'100343', '4', '0', '-1', 'Gabriel\'s Band', '34336', '4', '0', '0', '1', '0', '10000', '11', '16', '-1', '66', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '5', '3', '7', '3', '6', '7', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '17371', '1', '0', '0', '-1', '0', '-1', '23727', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '4', '0', '0', '0', '0', '1028', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '1', '0', '0', '0', '0', '66'
'100344', '4', '1', '-1', 'Gabriel\'s Belt', '35143', '4', '0', '0', '1', '0', '10000', '6', '16', '-1', '66', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '5', '18', '7', '14', '6', '13', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '57', '0', '0', '0', '0', '0', '0', '0', '0', '0', '18030', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '7', '0', '0', '0', '0', '1028', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '1', '0', '0', '0', '1', '66'
'100345', '4', '1', '-1', 'Gabriel\'s Cloak', '35139', '4', '0', '0', '1', '0', '10000', '16', '16', '-1', '67', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '5', '5', '6', '5', '7', '7', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '52', '0', '0', '0', '0', '0', '0', '0', '0', '0', '81681', '1', '0', '0', '-1', '0', '-1', '23727', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '7', '0', '0', '0', '0', '1028', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '1', '0', '0', '0', '0', '67'
'100346', '4', '0', '-1', 'Gabriel\'s Pendant', '35358', '4', '0', '0', '1', '0', '10000', '2', '16', '-1', '66', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '6', '6', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '81876', '1', '0', '0', '-1', '0', '-1', '18382', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '4', '0', '0', '0', '0', '1028', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '1', '0', '0', '0', '0', '66'
'100347', '4', '0', '-1', 'Gabriel\'s Seal', '35472', '4', '0', '0', '1', '0', '10000', '11', '16', '-1', '69', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '4', '5', '12', '6', '12', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '81681', '1', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '-1', '0', '-1', '0', '0', '0', '0', '0', '0', '0', '1', '', '0', '0', '0', '0', '0', '4', '0', '0', '0', '0', '1028', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '2', '0', '0', '0', '0', '12340', '1', '0', '0', '0', '1', '69'
